,SEASON_ID,TEAM_ABBREVIATION,OPPONENT_TEAM_ABBREVIATION,GAME_DAY,GAME_TIME
1866,22021,HOU,UTA,2021-10-29,00:00
1867,22021,UTA,HOU,2021-10-29,00:00
1868,22021,DAL,SAS,2021-10-29,00:30
1869,22021,SAS,DAL,2021-10-29,00:30
1870,22021,GSW,MEM,2021-10-29,02:00
1871,22021,MEM,GSW,2021-10-29,02:00
1872,22021,TOR,ORL,2021-10-29,23:00
1873,22021,ORL,TOR,2021-10-29,23:00
1874,22021,BKN,IND,2021-10-29,23:30
1875,22021,IND,BKN,2021-10-29,23:30
1876,22021,MIA,CHA,2021-10-29,23:30
1877,22021,CHA,MIA,2021-10-29,23:30
1878,22021,NOP,SAC,2021-10-30,00:00
1879,22021,SAC,NOP,2021-10-30,00:00
1880,22021,DEN,DAL,2021-10-30,02:00
1881,22021,DAL,DEN,2021-10-30,02:00
1882,22021,POR,LAC,2021-10-30,02:00
1883,22021,LAC,POR,2021-10-30,02:00
1884,22021,LAL,CLE,2021-10-30,02:30
1885,22021,CLE,LAL,2021-10-30,02:30
1886,22021,WAS,BOS,2021-10-30,21:00
1887,22021,BOS,WAS,2021-10-30,21:00
1888,22021,DET,ORL,2021-10-30,23:00
1889,22021,ORL,DET,2021-10-30,23:00
1890,22021,NOP,NYK,2021-10-30,23:00
1891,22021,NYK,NOP,2021-10-30,23:00
1892,22021,IND,TOR,2021-10-30,23:30
1893,22021,TOR,IND,2021-10-30,23:30
1894,22021,PHI,ATL,2021-10-30,23:30
1895,22021,ATL,PHI,2021-10-30,23:30
1896,22021,CHI,UTA,2021-10-31,00:00
1897,22021,UTA,CHI,2021-10-31,00:00
1898,22021,MEM,MIA,2021-10-31,00:00
1899,22021,MIA,MEM,2021-10-31,00:00
1900,22021,MIL,SAS,2021-10-31,00:00
1901,22021,SAS,MIL,2021-10-31,00:00
1902,22021,GSW,OKC,2021-10-31,00:30
1903,22021,OKC,GSW,2021-10-31,00:30
1904,22021,MIN,DEN,2021-10-31,01:00
1905,22021,DEN,MIN,2021-10-31,01:00
1906,22021,PHX,CLE,2021-10-31,02:00
1907,22021,CLE,PHX,2021-10-31,02:00
1908,22021,DAL,SAC,2021-10-31,19:30
1909,22021,SAC,DAL,2021-10-31,19:30
1910,22021,CHA,POR,2021-10-31,23:00
1911,22021,POR,CHA,2021-10-31,23:00
1912,22021,MIL,UTA,2021-10-31,23:00
1913,22021,UTA,MIL,2021-10-31,23:00
1914,22021,BKN,DET,2021-10-31,23:30
1915,22021,DET,BKN,2021-10-31,23:30
1916,22021,LAL,HOU,2021-11-01,02:30
1917,22021,HOU,LAL,2021-11-01,02:30
1918,22021,CHA,CLE,2021-11-01,23:00
1919,22021,CLE,CHA,2021-11-01,23:00
1920,22021,IND,SAS,2021-11-01,23:00
1921,22021,SAS,IND,2021-11-01,23:00
1922,22021,PHI,POR,2021-11-01,23:00
1923,22021,POR,PHI,2021-11-01,23:00
1924,22021,ATL,WAS,2021-11-01,23:30
1925,22021,WAS,ATL,2021-11-01,23:30
1926,22021,BOS,CHI,2021-11-01,23:30
1927,22021,CHI,BOS,2021-11-01,23:30
1928,22021,NYK,TOR,2021-11-01,23:30
1929,22021,TOR,NYK,2021-11-01,23:30
1930,22021,MEM,DEN,2021-11-02,00:00
1931,22021,DEN,MEM,2021-11-02,00:00
1932,22021,MIN,ORL,2021-11-02,00:00
1933,22021,ORL,MIN,2021-11-02,00:00
1934,22021,LAC,OKC,2021-11-02,02:30
1935,22021,OKC,LAC,2021-11-02,02:30
1936,22021,DET,MIL,2021-11-02,23:00
1937,22021,MIL,DET,2021-11-02,23:00
1938,22021,DAL,MIA,2021-11-02,23:30
1939,22021,MIA,DAL,2021-11-02,23:30
1940,22021,UTA,SAC,2021-11-03,01:00
1941,22021,SAC,UTA,2021-11-03,01:00
1942,22021,PHX,NOP,2021-11-03,02:00
1943,22021,NOP,PHX,2021-11-03,02:00
1944,22021,LAL,HOU,2021-11-03,02:30
1945,22021,HOU,LAL,2021-11-03,02:30
1946,22021,CLE,POR,2021-11-03,23:00
1947,22021,POR,CLE,2021-11-03,23:00
1948,22021,IND,NYK,2021-11-03,23:00
1949,22021,NYK,IND,2021-11-03,23:00
1950,22021,ORL,BOS,2021-11-03,23:00
1951,22021,BOS,ORL,2021-11-03,23:00
1952,22021,PHI,CHI,2021-11-03,23:00
1953,22021,CHI,PHI,2021-11-03,23:00
1954,22021,WAS,TOR,2021-11-03,23:00
1955,22021,TOR,WAS,2021-11-03,23:00
1956,22021,BKN,ATL,2021-11-03,23:30
1957,22021,ATL,BKN,2021-11-03,23:30
1958,22021,MEM,DEN,2021-11-04,00:00
1959,22021,DEN,MEM,2021-11-04,00:00
1960,22021,MIN,LAC,2021-11-04,00:00
1961,22021,LAC,MIN,2021-11-04,00:00
1962,22021,SAS,DAL,2021-11-04,00:30
1963,22021,DAL,SAS,2021-11-04,00:30
1964,22021,GSW,CHA,2021-11-04,02:00
1965,22021,CHA,GSW,2021-11-04,02:00
1966,22021,SAC,NOP,2021-11-04,02:00
1967,22021,NOP,SAC,2021-11-04,02:00
1968,22021,DET,PHI,2021-11-04,23:00
1969,22021,PHI,DET,2021-11-04,23:00
1970,22021,ATL,UTA,2021-11-04,23:30
1971,22021,UTA,ATL,2021-11-04,23:30
1972,22021,MIA,BOS,2021-11-04,23:30
1973,22021,BOS,MIA,2021-11-04,23:30
1974,22021,PHX,HOU,2021-11-05,02:00
1975,22021,HOU,PHX,2021-11-05,02:00
1976,22021,LAL,OKC,2021-11-05,02:30
1977,22021,OKC,LAL,2021-11-05,02:30
1978,22021,DET,BKN,2021-11-05,23:00
1979,22021,BKN,DET,2021-11-05,23:00
1980,22021,ORL,SAS,2021-11-05,23:00
1981,22021,SAS,ORL,2021-11-05,23:00
1982,22021,WAS,MEM,2021-11-05,23:00
1983,22021,MEM,WAS,2021-11-05,23:00
1984,22021,TOR,CLE,2021-11-05,23:30
1985,22021,CLE,TOR,2021-11-05,23:30
1986,22021,MIL,NYK,2021-11-05,23:30
1987,22021,NYK,MIL,2021-11-05,23:30
1988,22021,MIN,LAC,2021-11-06,00:00
1989,22021,LAC,MIN,2021-11-06,00:00
1990,22021,GSW,NOP,2021-11-06,02:00
1991,22021,NOP,GSW,2021-11-06,02:00
1992,22021,POR,IND,2021-11-06,02:00
1993,22021,IND,POR,2021-11-06,02:00
1994,22021,SAC,CHA,2021-11-06,02:00
1995,22021,CHA,SAC,2021-11-06,02:00
1996,22021,DEN,HOU,2021-11-06,21:00
1997,22021,HOU,DEN,2021-11-06,21:00
1998,22021,MIA,UTA,2021-11-06,23:30
1999,22021,UTA,MIA,2021-11-06,23:30
2000,22021,CHI,PHI,2021-11-07,00:00
2001,22021,PHI,CHI,2021-11-07,00:00
2002,22021,DAL,BOS,2021-11-07,00:30
2003,22021,BOS,DAL,2021-11-07,00:30
2004,22021,PHX,ATL,2021-11-07,02:00
2005,22021,ATL,PHX,2021-11-07,02:00
2006,22021,POR,LAL,2021-11-07,02:30
2007,22021,LAL,POR,2021-11-07,02:30
2008,22021,TOR,BKN,2021-11-07,20:30
2009,22021,BKN,TOR,2021-11-07,20:30
2010,22021,NYK,CLE,2021-11-07,23:00
2011,22021,CLE,NYK,2021-11-07,23:00
2012,22021,ORL,UTA,2021-11-07,23:00
2013,22021,UTA,ORL,2021-11-07,23:00
2014,22021,WAS,MIL,2021-11-07,23:00
2015,22021,MIL,WAS,2021-11-07,23:00
2016,22021,SAC,IND,2021-11-07,23:00
2017,22021,IND,SAC,2021-11-07,23:00
2018,22021,OKC,SAS,2021-11-08,00:00
2019,22021,SAS,OKC,2021-11-08,00:00
2020,22021,GSW,HOU,2021-11-08,01:30
2021,22021,HOU,GSW,2021-11-08,01:30
2022,22021,LAC,CHA,2021-11-08,02:00
2023,22021,CHA,LAC,2021-11-08,02:00
2024,22021,PHI,NYK,2021-11-09,00:00
2025,22021,NYK,PHI,2021-11-09,00:00
2026,22021,CHI,BKN,2021-11-09,01:00
2027,22021,BKN,CHI,2021-11-09,01:00
2028,22021,MEM,MIN,2021-11-09,01:00
2029,22021,MIN,MEM,2021-11-09,01:00
2030,22021,DAL,NOP,2021-11-09,01:30
2031,22021,NOP,DAL,2021-11-09,01:30
2032,22021,DEN,MIA,2021-11-09,02:00
2033,22021,MIA,DEN,2021-11-09,02:00
2034,22021,GSW,ATL,2021-11-09,03:00
2035,22021,ATL,GSW,2021-11-09,03:00
2036,22021,SAC,PHX,2021-11-09,03:00
2037,22021,PHX,SAC,2021-11-09,03:00
2038,22021,LAL,CHA,2021-11-09,03:30
2039,22021,CHA,LAL,2021-11-09,03:30
2040,22021,PHI,MIL,2021-11-10,00:30
2041,22021,MIL,PHI,2021-11-10,00:30
2042,22021,UTA,ATL,2021-11-10,02:00
2043,22021,ATL,UTA,2021-11-10,02:00
2044,22021,LAC,POR,2021-11-10,03:00
2045,22021,POR,LAC,2021-11-10,03:00
2046,22021,CLE,WAS,2021-11-11,00:00
2047,22021,WAS,CLE,2021-11-11,00:00
2048,22021,ORL,BKN,2021-11-11,00:00
2049,22021,BKN,ORL,2021-11-11,00:00
2050,22021,BOS,TOR,2021-11-11,00:30
2051,22021,TOR,BOS,2021-11-11,00:30
2052,22021,NYK,MIL,2021-11-11,00:30
2053,22021,MIL,NYK,2021-11-11,00:30
2054,22021,HOU,DET,2021-11-11,00:30
2055,22021,DET,HOU,2021-11-11,00:30
2056,22021,CHI,DAL,2021-11-11,01:00
2057,22021,DAL,CHI,2021-11-11,01:00
2058,22021,MEM,CHA,2021-11-11,01:00
2059,22021,CHA,MEM,2021-11-11,01:00
2060,22021,NOP,OKC,2021-11-11,01:00
2061,22021,OKC,NOP,2021-11-11,01:00
2062,22021,SAS,SAC,2021-11-11,01:30
2063,22021,SAC,SAS,2021-11-11,01:30
2064,22021,DEN,IND,2021-11-11,02:00
2065,22021,IND,DEN,2021-11-11,02:00
2066,22021,PHX,POR,2021-11-11,02:00
2067,22021,POR,PHX,2021-11-11,02:00
2068,22021,GSW,MIN,2021-11-11,03:00
2069,22021,MIN,GSW,2021-11-11,03:00
2070,22021,LAL,MIA,2021-11-11,03:00
2071,22021,MIA,LAL,2021-11-11,03:00
2072,22021,PHI,TOR,2021-11-12,00:00
2073,22021,TOR,PHI,2021-11-12,00:00
2074,22021,UTA,IND,2021-11-12,02:00
2075,22021,IND,UTA,2021-11-12,02:00
2076,22021,LAC,MIA,2021-11-12,03:30
2077,22021,MIA,LAC,2021-11-12,03:30
2078,22021,CHA,NYK,2021-11-13,00:00
2079,22021,NYK,CHA,2021-11-13,00:00
2080,22021,BOS,MIL,2021-11-13,00:30
2081,22021,MIL,BOS,2021-11-13,00:30
2082,22021,CLE,DET,2021-11-13,00:30
2083,22021,DET,CLE,2021-11-13,00:30
2084,22021,HOU,POR,2021-11-13,01:00
2085,22021,POR,HOU,2021-11-13,01:00
2086,22021,MEM,PHX,2021-11-13,01:00
2087,22021,PHX,MEM,2021-11-13,01:00
2088,22021,NOP,BKN,2021-11-13,01:00
2089,22021,BKN,NOP,2021-11-13,01:00
2090,22021,OKC,SAC,2021-11-13,01:00
2091,22021,SAC,OKC,2021-11-13,01:00
2092,22021,SAS,DAL,2021-11-13,01:30
2093,22021,DAL,SAS,2021-11-13,01:30
2094,22021,DEN,ATL,2021-11-13,02:00
2095,22021,ATL,DEN,2021-11-13,02:00
2096,22021,GSW,CHI,2021-11-13,03:00
2097,22021,CHI,GSW,2021-11-13,03:00
2098,22021,LAL,MIN,2021-11-13,03:30
2099,22021,MIN,LAL,2021-11-13,03:30
2100,22021,UTA,MIA,2021-11-13,22:00
2101,22021,MIA,UTA,2021-11-13,22:00
2102,22021,IND,PHI,2021-11-14,00:00
2103,22021,PHI,IND,2021-11-14,00:00
2104,22021,ORL,WAS,2021-11-14,00:00
2105,22021,WAS,ORL,2021-11-14,00:00
2106,22021,NOP,MEM,2021-11-14,00:00
2107,22021,MEM,NOP,2021-11-14,00:00
2108,22021,TOR,DET,2021-11-14,00:30
2109,22021,DET,TOR,2021-11-14,00:30
2110,22021,CLE,BOS,2021-11-14,01:00
2111,22021,BOS,CLE,2021-11-14,01:00
2112,22021,LAC,MIN,2021-11-14,03:30
2113,22021,MIN,LAC,2021-11-14,03:30
2114,22021,LAL,SAS,2021-11-14,20:30
2115,22021,SAS,LAL,2021-11-14,20:30
2116,22021,ATL,MIL,2021-11-14,23:00
2117,22021,MIL,ATL,2021-11-14,23:00
2118,22021,CHA,GSW,2021-11-15,00:00
2119,22021,GSW,CHA,2021-11-15,00:00
2120,22021,HOU,PHX,2021-11-15,00:00
2121,22021,PHX,HOU,2021-11-15,00:00
2122,22021,OKC,BKN,2021-11-15,00:00
2123,22021,BKN,OKC,2021-11-15,00:00
2124,22021,DEN,POR,2021-11-15,01:00
2125,22021,POR,DEN,2021-11-15,01:00
2126,22021,LAC,CHI,2021-11-15,02:30
2127,22021,CHI,LAC,2021-11-15,02:30
2128,22021,CLE,BOS,2021-11-16,00:00
2129,22021,BOS,CLE,2021-11-16,00:00
2130,22021,DET,SAC,2021-11-16,00:00
2131,22021,SAC,DET,2021-11-16,00:00
2132,22021,WAS,NOP,2021-11-16,00:00
2133,22021,NOP,WAS,2021-11-16,00:00
2134,22021,ATL,ORL,2021-11-16,00:30
2135,22021,ORL,ATL,2021-11-16,00:30
2136,22021,NYK,IND,2021-11-16,00:30
2137,22021,IND,NYK,2021-11-16,00:30
2138,22021,DAL,DEN,2021-11-16,01:00
2139,22021,DEN,DAL,2021-11-16,01:00
2140,22021,MEM,HOU,2021-11-16,01:00
2141,22021,HOU,MEM,2021-11-16,01:00
2142,22021,MIN,PHX,2021-11-16,01:00
2143,22021,PHX,MIN,2021-11-16,01:00
2144,22021,OKC,MIA,2021-11-16,01:00
2145,22021,MIA,OKC,2021-11-16,01:00
2146,22021,POR,TOR,2021-11-16,03:00
2147,22021,TOR,POR,2021-11-16,03:00
2148,22021,LAL,CHI,2021-11-16,03:30
2149,22021,CHI,LAL,2021-11-16,03:30
2150,22021,BKN,GSW,2021-11-17,00:30
2151,22021,GSW,BKN,2021-11-17,00:30
2152,22021,UTA,PHI,2021-11-17,03:00
2153,22021,PHI,UTA,2021-11-17,03:00
2154,22021,LAC,SAS,2021-11-17,03:30
2155,22021,SAS,LAC,2021-11-17,03:30
2156,22021,CHA,WAS,2021-11-18,00:00
2157,22021,WAS,CHA,2021-11-18,00:00
2158,22021,DET,IND,2021-11-18,00:00
2159,22021,IND,DET,2021-11-18,00:00
2160,22021,ATL,BOS,2021-11-18,00:30
2161,22021,BOS,ATL,2021-11-18,00:30
2162,22021,BKN,CLE,2021-11-18,00:30
2163,22021,CLE,BKN,2021-11-18,00:30
2164,22021,MIA,NOP,2021-11-18,00:30
2165,22021,NOP,MIA,2021-11-18,00:30
2166,22021,NYK,ORL,2021-11-18,00:30
2167,22021,ORL,NYK,2021-11-18,00:30
2168,22021,MIL,LAL,2021-11-18,00:30
2169,22021,LAL,MIL,2021-11-18,00:30
2170,22021,MIN,SAC,2021-11-18,01:00
2171,22021,SAC,MIN,2021-11-18,01:00
2172,22021,OKC,HOU,2021-11-18,01:00
2173,22021,HOU,OKC,2021-11-18,01:00
2174,22021,PHX,DAL,2021-11-18,03:00
2175,22021,DAL,PHX,2021-11-18,03:00
2176,22021,POR,CHI,2021-11-18,03:00
2177,22021,CHI,POR,2021-11-18,03:00
2178,22021,CLE,GSW,2021-11-19,00:30
2179,22021,GSW,CLE,2021-11-19,00:30
2180,22021,MIA,WAS,2021-11-19,00:30
2181,22021,WAS,MIA,2021-11-19,00:30
2182,22021,MEM,LAC,2021-11-19,01:00
2183,22021,LAC,MEM,2021-11-19,01:00
2184,22021,MIN,SAS,2021-11-19,01:00
2185,22021,SAS,MIN,2021-11-19,01:00
2186,22021,DEN,PHI,2021-11-19,02:00
2187,22021,PHI,DEN,2021-11-19,02:00
2188,22021,UTA,TOR,2021-11-19,02:00
2189,22021,TOR,UTA,2021-11-19,02:00
2190,22021,CHA,IND,2021-11-20,00:00
2191,22021,IND,CHA,2021-11-20,00:00
2192,22021,DET,GSW,2021-11-20,00:00
2193,22021,GSW,DET,2021-11-20,00:00
2194,22021,BOS,LAL,2021-11-20,00:30
2195,22021,LAL,BOS,2021-11-20,00:30
2196,22021,BKN,ORL,2021-11-20,00:30
2197,22021,ORL,BKN,2021-11-20,00:30
2198,22021,MIL,OKC,2021-11-20,01:00
2199,22021,OKC,MIL,2021-11-20,01:00
2200,22021,NOP,LAC,2021-11-20,01:00
2201,22021,LAC,NOP,2021-11-20,01:00
2202,22021,DEN,CHI,2021-11-20,02:00
2203,22021,CHI,DEN,2021-11-20,02:00
2204,22021,PHX,DAL,2021-11-20,03:00
2205,22021,DAL,PHX,2021-11-20,03:00
2206,22021,SAC,TOR,2021-11-20,03:00
2207,22021,TOR,SAC,2021-11-20,03:00
2208,22021,NYK,HOU,2021-11-20,22:00
2209,22021,HOU,NYK,2021-11-20,22:00
2210,22021,IND,NOP,2021-11-21,00:00
2211,22021,NOP,IND,2021-11-21,00:00
2212,22021,WAS,MIA,2021-11-21,00:00
2213,22021,MIA,WAS,2021-11-21,00:00
2214,22021,ATL,CHA,2021-11-21,00:30
2215,22021,CHA,ATL,2021-11-21,00:30
2216,22021,BOS,OKC,2021-11-21,00:30
2217,22021,OKC,BOS,2021-11-21,00:30
2218,22021,MIL,ORL,2021-11-21,01:00
2219,22021,ORL,MIL,2021-11-21,01:00
2220,22021,MIN,MEM,2021-11-21,01:00
2221,22021,MEM,MIN,2021-11-21,01:00
2222,22021,POR,PHI,2021-11-21,03:00
2223,22021,PHI,POR,2021-11-21,03:00
2224,22021,SAC,UTA,2021-11-21,03:00
2225,22021,UTA,SAC,2021-11-21,03:00
2226,22021,LAC,DAL,2021-11-21,20:30
2227,22021,DAL,LAC,2021-11-21,20:30
2228,22021,DET,LAL,2021-11-21,23:00
2229,22021,LAL,DET,2021-11-21,23:00
2230,22021,CHI,NYK,2021-11-22,01:00
2231,22021,NYK,CHI,2021-11-22,01:00
2232,22021,PHX,DEN,2021-11-22,01:00
2233,22021,DEN,PHX,2021-11-22,01:00
2234,22021,GSW,TOR,2021-11-22,01:30
2235,22021,TOR,GSW,2021-11-22,01:30
2236,22021,CLE,BKN,2021-11-23,00:00
2237,22021,BKN,CLE,2021-11-23,00:00
2238,22021,WAS,CHA,2021-11-23,00:00
2239,22021,CHA,WAS,2021-11-23,00:00
2240,22021,ATL,OKC,2021-11-23,00:30
2241,22021,OKC,ATL,2021-11-23,00:30
2242,22021,BOS,HOU,2021-11-23,00:30
2243,22021,HOU,BOS,2021-11-23,00:30
2244,22021,CHI,IND,2021-11-23,01:00
2245,22021,IND,CHI,2021-11-23,01:00
2246,22021,MIL,ORL,2021-11-23,01:00
2247,22021,ORL,MIL,2021-11-23,01:00
2248,22021,NOP,MIN,2021-11-23,01:00
2249,22021,MIN,NOP,2021-11-23,01:00
2250,22021,SAS,PHX,2021-11-23,01:30
2251,22021,PHX,SAS,2021-11-23,01:30
2252,22021,UTA,MEM,2021-11-23,02:00
2253,22021,MEM,UTA,2021-11-23,02:00
2254,22021,SAC,PHI,2021-11-23,03:00
2255,22021,PHI,SAC,2021-11-23,03:00
2256,22021,DET,MIA,2021-11-24,00:00
2257,22021,MIA,DET,2021-11-24,00:00
2258,22021,NYK,LAL,2021-11-24,00:30
2259,22021,LAL,NYK,2021-11-24,00:30
2260,22021,POR,DEN,2021-11-24,03:00
2261,22021,DEN,POR,2021-11-24,03:00
2262,22021,LAC,DAL,2021-11-24,03:30
2263,22021,DAL,LAC,2021-11-24,03:30
2264,22021,CLE,PHX,2021-11-25,00:00
2265,22021,PHX,CLE,2021-11-25,00:00
2266,22021,IND,LAL,2021-11-25,00:00
2267,22021,LAL,IND,2021-11-25,00:00
2268,22021,ORL,CHA,2021-11-25,00:00
2269,22021,CHA,ORL,2021-11-25,00:00
2270,22021,BOS,BKN,2021-11-25,00:30
2271,22021,BKN,BOS,2021-11-25,00:30
2272,22021,HOU,CHI,2021-11-25,01:00
2273,22021,CHI,HOU,2021-11-25,01:00
2274,22021,MEM,TOR,2021-11-25,01:00
2275,22021,TOR,MEM,2021-11-25,01:00
2276,22021,MIL,DET,2021-11-25,01:00
2277,22021,DET,MIL,2021-11-25,01:00
2278,22021,MIN,MIA,2021-11-25,01:00
2279,22021,MIA,MIN,2021-11-25,01:00
2280,22021,NOP,WAS,2021-11-25,01:00
2281,22021,WAS,NOP,2021-11-25,01:00
2282,22021,OKC,UTA,2021-11-25,01:00
2283,22021,UTA,OKC,2021-11-25,01:00
2284,22021,SAS,ATL,2021-11-25,01:30
2285,22021,ATL,SAS,2021-11-25,01:30
2286,22021,GSW,PHI,2021-11-25,03:00
2287,22021,PHI,GSW,2021-11-25,03:00
2288,22021,SAC,POR,2021-11-25,03:00
2289,22021,POR,SAC,2021-11-25,03:00
2290,22021,LAC,DET,2021-11-26,20:30
2291,22021,DET,LAC,2021-11-26,20:30
2292,22021,CHA,MIN,2021-11-27,00:00
2293,22021,MIN,CHA,2021-11-27,00:00
2294,22021,NYK,PHX,2021-11-27,00:00
2295,22021,PHX,NYK,2021-11-27,00:00
2296,22021,ORL,CHI,2021-11-27,00:00
2297,22021,CHI,ORL,2021-11-27,00:00
2298,22021,IND,TOR,2021-11-27,01:00
2299,22021,TOR,IND,2021-11-27,01:00
2300,22021,MEM,ATL,2021-11-27,01:00
2301,22021,ATL,MEM,2021-11-27,01:00
2302,22021,OKC,WAS,2021-11-27,01:00
2303,22021,WAS,OKC,2021-11-27,01:00
2304,22021,SAS,BOS,2021-11-27,01:30
2305,22021,BOS,SAS,2021-11-27,01:30
2306,22021,DEN,MIL,2021-11-27,02:00
2307,22021,MIL,DEN,2021-11-27,02:00
2308,22021,UTA,NOP,2021-11-27,02:00
2309,22021,NOP,UTA,2021-11-27,02:00
2310,22021,GSW,POR,2021-11-27,03:00
2311,22021,POR,GSW,2021-11-27,03:00
2312,22021,LAL,SAC,2021-11-27,03:30
2313,22021,SAC,LAL,2021-11-27,03:30
2314,22021,PHI,MIN,2021-11-27,23:00
2315,22021,MIN,PHI,2021-11-27,23:00
2316,22021,ATL,NYK,2021-11-28,00:30
2317,22021,NYK,ATL,2021-11-28,00:30
2318,22021,BKN,PHX,2021-11-28,00:30
2319,22021,PHX,BKN,2021-11-28,00:30
2320,22021,CLE,ORL,2021-11-28,01:00
2321,22021,ORL,CLE,2021-11-28,01:00
2322,22021,CHI,MIA,2021-11-28,01:00
2323,22021,MIA,CHI,2021-11-28,01:00
2324,22021,HOU,CHA,2021-11-28,01:00
2325,22021,CHA,HOU,2021-11-28,01:00
